cellulose_acetate.txt		van Oss, 1989(22)	Contact angle	γs = 43 mJ/m2 (γ sLW = 38, γsAB = 5.2,            Test liquids: water, alpha-bromonaphthalene, diiodomethane, | γs+ = 0.3, γs- = 22.7); 20oC                      formamide, and glycerin; acid-base analysis.
cellulose_acetate.txt		Wu, 1989(273)	Contact angle	γs = 45.9 mJ/m2 (γsd = 32.3, γsp = 13.6);         Test liquids not known. | 20oC
cellulose_acetate.txt		Good, 1991(135)	Contact angle	γs = 40.3 mJ/m2 (γsLW = 35, γsAB = 5.3,           Test liquids: water and glycerol; acid-base analysis. | γs+ = 0.3, γs- = 22.7); no temp cited
cellulose_acetate.txt		Lee, 1999(116)	Contact angle	γs = 38 mJ/m2 (γ sLW = 38, γsAB = 0.0,            Test liquids: water, alpha-bromonaphthalene, diiodomethane, | γs+ = 0.0, γs- = 25); 20oC                        formamide, and glycerin; acid-base analysis, based on reference | values for water of γ+ = 34.2 mJ/m2 and γ- = 19 mJ/m2. | (d)
cellulose_acetate.txt		van Oss, 2006(117)	Contact angle	γs = 52.6 mJ/m2 (γsLW = 44.9, γ sAB = 7.7,        Test liquids: water, glycerin, formamide, diiodomethane, and | γs+ = 0.8, γs- = 18.5); 20oC                      alpha-bromonaphthalene; acid-base analysis of film evaporated | on glass from MEK solution.
epoxy.txt		Wu, 1971(41)	Critical ST	γc = 44 mJ/m2; 20oC                              Test liquids not known. Amine-cured epoxy resin.
epoxy.txt		George, 1993(215)	Critical ST	γc = 43-47 mJ/m2; no temp cited                  Test liquids not known. DGEBA-amine.
epoxy.txt		Occhiello, 1991(202)	Contact angle	θWY = 54o; no temp cited                         Epoxy E11 adhesive, cured 1 h at 353K (80oC).
epoxy.txt		Occhiello, 1991(202)	Contact angle	θWA = 90o, θWR = 18o, dθW = 72o;                 Epoxy E11 adhesive, cured 1 h at 353K (80oC). | no temp cited
epoxy.txt		Uner, 2000(264)	Contact angle	θWA = 85o; no temp cited
epoxy.txt		Wu, 1989(273)	Contact angle	γs = 46.8 mJ/m2; 20oC                            Test liquids not known. Diglycidyl ether of bisphenol-A with | 6% by weight of N-N-diethylaminopropylamine, cured.
epoxy.txt		Wu, 1989(273)	Contact angle	γs = 39.1 mJ/m2 (γsd = 32.6; γsp = 6.5); 20oC    Test liquids not known. Diglycidyl ether of bisphenol-A with | stoichimetric amount of triethylenetetramine, cured.
